'ABM10-16MHZ-D25-T'	6	1	'кварц'
'GRM188R61E106K (0603 X5R 10 мкФ ±10% 25 В)'	2	1	'конденсатор'
'GRM155B31E105K (0402 1 мкФ ±10% 25 В)'	2	1	'конденсатор'
'GRM155R71A104K (0402 X7R 0,1 мкФ ±10% 10 В)'	2	1	'конденсатор'
'GRM188R61H474M  (0,47 мкФ 50В 0603)'	2	1	'конденсатор'
'GRM21BR60J476M (0805 X5R 47 мкФ ±20% 6,3 В)'	2	1	'конденсатор'
'GRM1555C1H100J (0402 C0G 10 пФ ±5% 50 В)'	2	1	'конденсатор'
'GRM1555C1H102G (0402 C0G 1000 пФ ±2% 50 В)'	2	1	'конденсатор'
'GRM188R71H102J (0603 X7R 1000 пФ ±5% 50 В)'	2	1	'конденсатор'
'GRM152R61A104K (0402 X5R 0,1 мкФ ±10% 10 В)'	2	1	'конденсатор'
'GRM188R71H103J (0603 X7R 0,01 мкФ ±5% 50 В)'	2	1	'конденсатор'
'GRM155R71E104K (0402 X7R 0,1 мкФ ±10% 25 В)'	2	1	'конденсатор'
'STM32F446RET6'	64	1	'микросхема'
'L6360TR'	24	1	'микросхема'
'LT3995IMSE'	48	1	'микросхема'
'ADM2582EBRWZ'	48	1	'микросхема'
'AD820ARMZ'	48	1	'микросхема'
'IHLP2525CZER100M01'	2	1	'индуктивность'
'RC0402FR-070RL (0402 0 Ом ±1% 50 В)'	2	1	'резистор'
'RC0402JR-071K5L (0402 1,5 кОм ±5% 50 В)'	2	1	'резистор'
'RC0402JR-07100KL (0402 100 кОм ±5% 50 В)'	2	1	'резистор'
'RC0402JR-07330RL (0402 330 Ом ±5% 50 В)'	2	1	'резистор'
'RC0402JR-07270RL (0402 270 Ом ±5% 50 В)'	2	1	'резистор'
'RC0603FR-07100KL (0603 100 кОм ±1% 50 В)'	2	1	'резистор'
'RC0603FR-07470KL (0603 470 кОм ±1% 50 В)'	2	1	'резистор'
'RC0603FR-071ML (0603 1 МОм ±1% 150 В)'	2	1	'резистор'
'RC0402JR-07470RL (0402 470 Ом ±5% 50 В)'	2	1	'резистор'
'CRCW1206165RFKTA (1206; 165 Ом)'	2	1	'резистор'
'PGB1010402MR'	6	1	'диод'
'VLMW1300-GS08'	2	1	'светодиод'
'SK310A'	6	1	'диод'
'SBR3U60P1'	6	1	'диод'
'PBS4 шаг 2 мм'	8	2	'разъем'
'ZX62-B-5PA(11)'	6	1	'диод'
'DBPLE103A056-130EGF'	12	2	'разъем'
'DBPLE102A059-130EGF'	12	2	'разъем'
'BLM15AG121SN1 (0402 120 Ом ±25% 550 мА)'	2	1	'фильтр'
'BLM18PG330SH1 (0603 33 Ом ±25% 3 А)'	2	1	'фильтр'
